Credit used (%),Months since last late payment,On-time payment rate (%),Number of loans,Loans not paid off (%),Months since last credit application,CreditScore
8.0,25.0,91.0,23.0,55.0,0.0,Bad
40.0,7.0,79.0,43.0,64.0,0.0,Bad
70.0,56.0,94.0,17.0,83.0,0.0,Bad
96.0,19.0,71.0,22.0,75.0,0.0,Good
44.0,32.0,97.0,34.0,53.0,0.0,Good
8.0,1.0,88.0,24.0,33.0,0.0,Bad
26.0,3.0,77.0,23.0,50.0,0.0,Bad
74.0,12.0,97.0,32.0,75.0,0.0,Bad
69.0,6.0,93.0,14.0,83.0,0.0,Bad
32.0,4.0,93.0,27.0,75.0,0.0,Bad
39.0,5.0,73.0,16.0,80.0,0.0,Bad
7.0,2.0,85.0,20.0,75.0,0.0,Good
19.0,5.0,48.0,33.0,56.0,0.0,Bad
60.0,19.0,90.0,11.0,67.0,0.0,Bad
26.0,4.0,81.0,21.0,67.0,0.0,Bad
66.0,9.0,79.0,14.0,71.0,0.0,Bad
55.0,7.0,81.0,21.0,56.0,0.0,Good
48.0,49.0,96.0,24.0,56.0,0.0,Good
43.0,1.0,50.0,6.0,50.0,0.0,Bad
12.0,15.0,93.0,29.0,40.0,0.0,Good
74.0,39.0,88.0,16.0,92.0,0.0,Bad
7.0,16.0,89.0,19.0,50.0,0.0,Good
54.0,25.0,89.0,21.0,78.0,0.0,Bad
76.0,4.0,82.0,11.0,80.0,0.0,Bad
16.0,56.0,85.0,52.0,74.0,0.0,Bad
29.0,3.0,50.0,8.0,100.0,0.0,Bad
47.0,45.0,75.0,8.0,100.0,0.0,Bad
70.0,1.0,92.0,25.0,94.0,0.0,Bad
70.0,2.0,83.0,23.0,91.0,0.0,Bad
51.0,19.0,97.0,31.0,63.0,0.0,Bad
72.0,1.0,90.0,20.0,88.0,0.0,Bad
31.0,3.0,90.0,29.0,69.0,0.0,Good
31.0,3.0,88.0,33.0,75.0,0.0,Bad
67.0,16.0,96.0,25.0,77.0,0.0,Bad
69.0,10.0,88.0,24.0,67.0,0.0,Good
76.0,31.0,85.0,27.0,74.0,0.0,Bad
36.0,3.0,85.0,13.0,80.0,0.0,Bad
69.0,2.0,94.0,18.0,67.0,0.0,Bad
42.0,5.0,92.0,39.0,89.0,0.0,Bad
33.0,7.0,94.0,18.0,63.0,0.0,Bad
4.0,47.0,94.0,16.0,56.0,0.0,Bad
61.0,18.0,75.0,29.0,71.0,0.0,Bad
67.0,7.0,89.0,28.0,93.0,0.0,Bad
87.0,6.0,95.0,21.0,75.0,0.0,Bad
45.0,22.0,66.0,29.0,71.0,0.0,Bad
12.0,28.0,58.0,12.0,44.0,0.0,Good
13.0,29.0,98.0,55.0,42.0,0.0,Good
59.0,11.0,83.0,24.0,73.0,0.0,Bad
8.0,71.0,95.0,20.0,57.0,0.0,Good
34.0,0.0,81.0,21.0,71.0,0.0,Bad
5.0,9.0,95.0,43.0,86.0,0.0,Bad
60.0,23.0,88.0,33.0,77.0,0.0,Good
82.0,51.0,92.0,14.0,100.0,0.0,Bad
4.0,2.0,98.0,41.0,46.0,0.0,Good
40.0,10.0,20.0,10.0,83.0,0.0,Bad
68.0,13.0,81.0,16.0,88.0,0.0,Bad
31.0,6.0,96.0,27.0,58.0,0.0,Good
53.0,23.0,90.0,29.0,76.0,0.0,Bad
39.0,74.0,96.0,26.0,60.0,0.0,Good
0.0,22.0,96.0,24.0,63.0,0.0,Bad
36.0,2.0,74.0,23.0,70.0,0.0,Bad
4.0,35.0,94.0,34.0,36.0,0.0,Good
43.0,26.0,88.0,8.0,100.0,0.0,Bad
76.0,17.0,50.0,8.0,80.0,0.0,Bad
80.0,3.0,93.0,15.0,100.0,0.0,Bad
93.0,4.0,83.0,35.0,87.0,0.0,Bad
2.0,10.0,82.0,17.0,67.0,0.0,Good
31.0,31.0,96.0,28.0,70.0,0.0,Good
6.0,1.0,89.0,19.0,33.0,0.0,Bad
60.0,2.0,88.0,17.0,78.0,0.0,Bad
65.0,3.0,56.0,17.0,100.0,0.0,Bad
14.0,2.0,89.0,19.0,55.0,0.0,Bad
45.0,13.0,90.0,32.0,67.0,2.0,Bad
68.0,29.0,93.0,34.0,88.0,2.0,Bad
46.0,11.0,75.0,32.0,43.0,0.0,Bad
36.0,2.0,86.0,14.0,50.0,3.0,Bad
52.0,33.0,96.0,28.0,82.0,1.0,Good
49.0,42.0,93.0,27.0,67.0,5.0,Good
40.0,3.0,98.0,62.0,84.0,1.0,Bad
59.0,22.0,87.0,31.0,60.0,3.0,Bad
18.0,1.0,81.0,21.0,85.0,0.0,Bad
52.0,4.0,93.0,58.0,47.0,2.0,Good
71.0,18.0,69.0,26.0,75.0,0.0,Bad
54.0,24.0,93.0,14.0,88.0,0.0,Bad
81.0,64.0,83.0,24.0,82.0,1.0,Bad
10.0,78.0,97.0,30.0,63.0,1.0,Good
62.0,7.0,90.0,21.0,73.0,3.0,Bad
54.0,37.0,80.0,20.0,75.0,14.0,Good
18.0,42.0,93.0,28.0,77.0,0.0,Bad
45.0,4.0,94.0,37.0,85.0,17.0,Bad
4.0,37.0,94.0,16.0,40.0,16.0,Good
55.0,40.0,97.0,33.0,86.0,1.0,Bad
43.0,4.0,94.0,35.0,63.0,3.0,Bad
55.0,12.0,93.0,43.0,70.0,0.0,Good
44.0,15.0,86.0,24.0,81.0,1.0,Good
64.0,38.0,91.0,22.0,71.0,1.0,Bad
23.0,71.0,96.0,23.0,44.0,3.0,Good
14.0,8.0,30.0,10.0,75.0,2.0,Bad
61.0,72.0,98.0,40.0,78.0,0.0,Bad
68.0,20.0,83.0,12.0,100.0,3.0,Bad
85.0,5.0,80.0,22.0,91.0,0.0,Bad
8.0,19.0,98.0,45.0,38.0,0.0,Good
30.0,8.0,89.0,18.0,63.0,16.0,Good
5.0,30.0,96.0,28.0,60.0,0.0,Bad
23.0,36.0,92.0,38.0,77.0,2.0,Good
50.0,70.0,98.0,59.0,60.0,2.0,Good
57.0,61.0,94.0,32.0,73.0,0.0,Bad
62.0,2.0,87.0,30.0,92.0,9.0,Good
7.0,2.0,67.0,52.0,53.0,2.0,Bad
36.0,49.0,96.0,24.0,67.0,0.0,Bad
57.0,56.0,97.0,31.0,90.0,1.0,Bad
27.0,26.0,92.0,36.0,33.0,0.0,Bad
19.0,49.0,98.0,41.0,62.0,0.0,Good
41.0,2.0,88.0,24.0,88.0,3.0,Bad
10.0,11.0,73.0,26.0,57.0,19.0,Bad
44.0,4.0,82.0,17.0,86.0,1.0,Bad
50.0,4.0,82.0,23.0,82.0,12.0,Good
12.0,22.0,89.0,21.0,73.0,6.0,Bad
3.0,17.0,96.0,26.0,50.0,9.0,Good
39.0,17.0,94.0,35.0,53.0,0.0,Bad
15.0,1.0,73.0,11.0,100.0,0.0,Bad
44.0,38.0,97.0,35.0,78.0,1.0,Good
32.0,1.0,97.0,30.0,77.0,10.0,Good
7.0,33.0,95.0,42.0,71.0,0.0,Good
2.0,51.0,95.0,43.0,50.0,24.0,Good
77.0,23.0,86.0,22.0,100.0,1.0,Bad
35.0,7.0,91.0,36.0,81.0,5.0,Bad
3.0,1.0,97.0,30.0,47.0,5.0,Good
39.0,8.0,85.0,27.0,83.0,5.0,Good
43.0,71.0,97.0,32.0,69.0,10.0,Good
10.0,9.0,95.0,44.0,50.0,4.0,Good
15.0,1.0,96.0,46.0,68.0,0.0,Bad
44.0,1.0,89.0,35.0,73.0,12.0,Good
91.0,63.0,95.0,20.0,100.0,1.0,Bad
3.0,35.0,95.0,21.0,63.0,10.0,Good
55.0,2.0,90.0,21.0,100.0,1.0,Good
31.0,51.0,94.0,34.0,60.0,0.0,Good
68.0,76.0,96.0,27.0,86.0,1.0,Bad
38.0,2.0,85.0,26.0,69.0,3.0,Good
78.0,8.0,77.0,26.0,80.0,3.0,Good
78.0,1.0,76.0,29.0,75.0,0.0,Bad
6.0,41.0,82.0,18.0,88.0,0.0,Bad
53.0,2.0,74.0,27.0,80.0,0.0,Bad
57.0,1.0,78.0,18.0,75.0,4.0,Bad
54.0,58.0,90.0,21.0,85.0,0.0,Bad
24.0,69.0,91.0,23.0,71.0,3.0,Good
37.0,6.0,89.0,47.0,53.0,0.0,Good
78.0,17.0,60.0,10.0,80.0,3.0,Bad
44.0,3.0,95.0,20.0,78.0,6.0,Bad
32.0,14.0,95.0,20.0,77.0,1.0,Good
25.0,69.0,98.0,42.0,75.0,7.0,Good
37.0,2.0,93.0,40.0,80.0,1.0,Bad
58.0,35.0,93.0,29.0,63.0,5.0,Good
75.0,3.0,90.0,42.0,100.0,1.0,Good
6.0,58.0,95.0,19.0,56.0,5.0,Bad
43.0,72.0,89.0,19.0,75.0,17.0,Good
35.0,21.0,83.0,35.0,90.0,0.0,Bad
4.0,32.0,96.0,28.0,56.0,4.0,Good
16.0,18.0,96.0,30.0,69.0,1.0,Good
15.0,55.0,94.0,34.0,67.0,3.0,Good
11.0,1.0,90.0,43.0,65.0,1.0,Bad
41.0,26.0,91.0,32.0,76.0,2.0,Good
2.0,3.0,93.0,30.0,57.0,0.0,Good
65.0,1.0,94.0,35.0,90.0,5.0,Bad
61.0,67.0,97.0,30.0,67.0,1.0,Good
19.0,5.0,97.0,31.0,53.0,16.0,Good
13.0,39.0,95.0,22.0,70.0,21.0,Bad
34.0,55.0,93.0,27.0,69.0,0.0,Good
44.0,4.0,86.0,36.0,64.0,0.0,Bad
54.0,24.0,79.0,33.0,65.0,0.0,Good
54.0,45.0,96.0,23.0,78.0,0.0,Bad
14.0,1.0,72.0,32.0,65.0,0.0,Bad
60.0,1.0,84.0,38.0,73.0,1.0,Bad
56.0,10.0,64.0,11.0,75.0,8.0,Bad
25.0,0.0,76.0,18.0,54.0,3.0,Bad
91.0,6.0,71.0,18.0,91.0,0.0,Good
34.0,37.0,95.0,41.0,55.0,0.0,Bad
35.0,5.0,82.0,17.0,60.0,0.0,Bad
70.0,29.0,96.0,24.0,71.0,0.0,Bad
79.0,18.0,93.0,15.0,100.0,0.0,Good
47.0,38.0,97.0,30.0,69.0,0.0,Bad
94.0,3.0,55.0,11.0,80.0,0.0,Good
76.0,3.0,84.0,26.0,50.0,0.0,Bad
1.0,27.0,90.0,41.0,63.0,0.0,Good
44.0,17.0,89.0,18.0,50.0,0.0,Bad
51.0,15.0,96.0,28.0,70.0,0.0,Bad
78.0,11.0,83.0,29.0,100.0,0.0,Bad
68.0,35.0,72.0,18.0,80.0,0.0,Good
97.0,2.0,70.0,23.0,90.0,0.0,Bad
18.0,7.0,91.0,35.0,52.0,0.0,Bad
58.0,18.0,82.0,17.0,73.0,0.0,Bad
6.0,17.0,82.0,11.0,60.0,0.0,Good
48.0,5.0,86.0,21.0,75.0,0.0,Bad
67.0,11.0,64.0,14.0,88.0,0.0,Bad
28.0,40.0,93.0,47.0,58.0,0.0,Bad
36.0,2.0,63.0,30.0,54.0,0.0,Bad
61.0,12.0,86.0,43.0,79.0,0.0,Bad
3.0,8.0,82.0,18.0,83.0,0.0,Bad
62.0,8.0,71.0,17.0,78.0,0.0,Bad
58.0,7.0,65.0,23.0,88.0,0.0,Bad
115.0,13.0,50.0,10.0,88.0,0.0,Bad
14.0,3.0,67.0,6.0,100.0,0.0,Bad
37.0,34.0,78.0,24.0,90.0,0.0,Good
76.0,57.0,82.0,17.0,80.0,0.0,Bad
43.0,26.0,70.0,27.0,89.0,0.0,Bad
41.0,26.0,80.0,15.0,50.0,0.0,Bad
68.0,14.0,75.0,20.0,92.0,0.0,Good
72.0,58.0,96.0,24.0,62.0,0.0,Good
32.0,10.0,96.0,53.0,28.0,0.0,Bad
105.0,51.0,82.0,11.0,100.0,0.0,Good
3.0,1.0,92.0,36.0,33.0,0.0,Good
12.0,50.0,95.0,38.0,64.0,0.0,Good
22.0,70.0,96.0,28.0,75.0,0.0,Bad
69.0,21.0,97.0,29.0,83.0,0.0,Bad
43.0,43.0,97.0,32.0,73.0,0.0,Bad
20.0,4.0,79.0,19.0,47.0,0.0,Good
10.0,11.0,59.0,22.0,50.0,0.0,Bad
28.0,13.0,71.0,24.0,67.0,0.0,Good
58.0,69.0,97.0,29.0,74.0,0.0,Good
92.0,1.0,86.0,42.0,92.0,0.0,Bad
3.0,6.0,83.0,23.0,88.0,0.0,Bad
56.0,78.0,95.0,21.0,92.0,0.0,Bad
56.0,55.0,95.0,42.0,87.0,0.0,Good
0.0,10.0,80.0,10.0,50.0,0.0,Bad
44.0,5.0,80.0,35.0,100.0,0.0,Bad
74.0,2.0,88.0,33.0,93.0,0.0,Bad
20.0,12.0,92.0,25.0,70.0,0.0,Bad
7.0,6.0,91.0,22.0,87.0,0.0,Good
59.0,3.0,75.0,32.0,73.0,0.0,Good
46.0,10.0,91.0,32.0,55.0,0.0,Good
40.0,34.0,90.0,31.0,53.0,0.0,Good
57.0,5.0,92.0,24.0,86.0,0.0,Bad
8.0,30.0,93.0,14.0,50.0,0.0,Bad
96.0,3.0,71.0,22.0,89.0,0.0,Bad
18.0,7.0,77.0,13.0,75.0,0.0,Bad
81.0,17.0,71.0,18.0,89.0,0.0,Bad
67.0,3.0,86.0,14.0,60.0,0.0,Bad
41.0,4.0,80.0,10.0,100.0,0.0,Bad
73.0,9.0,87.0,61.0,89.0,0.0,Bad
73.0,11.0,96.0,23.0,78.0,0.0,Bad
27.0,3.0,77.0,22.0,73.0,0.0,Bad
65.0,2.0,90.0,20.0,43.0,0.0,Bad
62.0,3.0,53.0,17.0,88.0,0.0,Good
51.0,6.0,90.0,31.0,75.0,0.0,Bad
19.0,44.0,96.0,28.0,80.0,0.0,Bad
29.0,0.0,85.0,13.0,100.0,0.0,Bad
1.0,37.0,94.0,18.0,22.0,0.0,Good
37.0,53.0,67.0,3.0,100.0,0.0,Good
78.0,5.0,69.0,42.0,61.0,0.0,Bad
90.0,10.0,96.0,23.0,100.0,0.0,Bad
31.0,6.0,86.0,22.0,92.0,0.0,Bad
54.0,4.0,81.0,21.0,70.0,0.0,Bad
73.0,17.0,76.0,34.0,70.0,0.0,Bad
22.0,53.0,95.0,22.0,44.0,0.0,Good
77.0,17.0,89.0,36.0,89.0,0.0,Bad
18.0,2.0,95.0,22.0,67.0,0.0,Bad
36.0,23.0,85.0,40.0,69.0,0.0,Bad
50.0,2.0,70.0,10.0,57.0,0.0,Bad
41.0,13.0,86.0,29.0,100.0,0.0,Good
39.0,79.0,71.0,7.0,67.0,0.0,Good
71.0,2.0,92.0,13.0,100.0,0.0,Good
34.0,14.0,96.0,24.0,82.0,0.0,Good
32.0,53.0,90.0,10.0,67.0,0.0,Good
19.0,16.0,95.0,38.0,32.0,0.0,Bad
89.0,1.0,77.0,13.0,75.0,0.0,Bad
74.0,21.0,89.0,38.0,85.0,0.0,Bad
77.0,3.0,81.0,23.0,77.0,0.0,Bad
34.0,6.0,73.0,15.0,50.0,0.0,Bad
28.0,14.0,78.0,18.0,63.0,0.0,Good
59.0,39.0,97.0,34.0,84.0,0.0,Good
75.0,2.0,87.0,31.0,93.0,0.0,Bad
31.0,8.0,53.0,20.0,100.0,0.0,Bad
85.0,18.0,82.0,22.0,92.0,0.0,Bad
23.0,17.0,93.0,14.0,85.0,0.0,Bad
46.0,5.0,68.0,19.0,55.0,0.0,Good
65.0,5.0,95.0,19.0,89.0,0.0,Bad
112.0,2.0,89.0,19.0,91.0,0.0,Bad
72.0,2.0,77.0,31.0,82.0,0.0,Bad
33.0,10.0,95.0,20.0,80.0,0.0,Bad
22.0,5.0,70.0,27.0,62.0,0.0,Good
87.0,2.0,62.0,21.0,64.0,0.0,Bad
31.0,49.0,95.0,43.0,71.0,0.0,Good
50.0,33.0,96.0,25.0,83.0,0.0,Bad
38.0,21.0,94.0,16.0,86.0,0.0,Bad
45.0,28.0,90.0,21.0,63.0,0.0,Bad
26.0,9.0,91.0,23.0,57.0,0.0,Good
25.0,23.0,79.0,29.0,86.0,0.0,Bad
0.0,53.0,97.0,31.0,67.0,0.0,Good
56.0,1.0,94.0,34.0,73.0,0.0,Bad
45.0,3.0,71.0,66.0,71.0,0.0,Bad
5.0,46.0,93.0,14.0,78.0,0.0,Good
109.0,30.0,92.0,60.0,100.0,0.0,Bad
82.0,25.0,94.0,16.0,70.0,0.0,Bad
13.0,23.0,76.0,17.0,80.0,0.0,Bad
39.0,39.0,71.0,17.0,57.0,0.0,Bad
84.0,10.0,55.0,11.0,100.0,0.0,Bad
56.0,38.0,89.0,9.0,100.0,0.0,Bad
31.0,40.0,90.0,29.0,80.0,0.0,Bad
11.0,63.0,96.0,26.0,42.0,0.0,Good
43.0,14.0,78.0,24.0,54.0,0.0,Good
24.0,10.0,97.0,33.0,53.0,0.0,Good
38.0,39.0,96.0,27.0,67.0,0.0,Bad
79.0,15.0,74.0,30.0,100.0,0.0,Bad
70.0,43.0,94.0,17.0,80.0,0.0,Good
32.0,4.0,81.0,16.0,80.0,0.0,Bad
15.0,9.0,71.0,14.0,63.0,0.0,Good
61.0,4.0,83.0,23.0,73.0,0.0,Good
0.0,10.0,83.0,12.0,80.0,0.0,Bad
73.0,5.0,85.0,20.0,78.0,0.0,Bad
47.0,3.0,88.0,59.0,88.0,0.0,Bad
9.0,11.0,96.0,25.0,80.0,1.0,Bad
30.0,3.0,85.0,13.0,57.0,8.0,Bad
2.0,59.0,98.0,41.0,54.0,11.0,Bad
65.0,5.0,81.0,16.0,63.0,4.0,Good
75.0,10.0,97.0,36.0,65.0,20.0,Bad
95.0,5.0,85.0,24.0,80.0,0.0,Good
4.0,7.0,92.0,26.0,44.0,16.0,Bad
74.0,38.0,92.0,12.0,100.0,0.0,Bad
60.0,43.0,95.0,19.0,73.0,1.0,Bad
49.0,4.0,93.0,27.0,94.0,11.0,Bad
78.0,2.0,86.0,7.0,100.0,12.0,Bad
41.0,3.0,59.0,17.0,50.0,7.0,Good
86.0,7.0,90.0,42.0,100.0,1.0,Bad
11.0,2.0,97.0,31.0,80.0,0.0,Bad
40.0,12.0,88.0,24.0,79.0,2.0,Bad
30.0,2.0,94.0,17.0,71.0,3.0,Bad
85.0,19.0,96.0,27.0,100.0,4.0,Bad
85.0,35.0,56.0,16.0,91.0,19.0,Bad
24.0,5.0,98.0,50.0,54.0,8.0,Bad
13.0,11.0,82.0,45.0,75.0,1.0,Bad
88.0,1.0,82.0,40.0,77.0,0.0,Bad
17.0,59.0,94.0,38.0,39.0,10.0,Good
42.0,15.0,89.0,18.0,63.0,7.0,Bad
58.0,64.0,93.0,29.0,71.0,9.0,Good
8.0,19.0,95.0,19.0,50.0,9.0,Bad
86.0,2.0,79.0,24.0,78.0,6.0,Bad
74.0,0.0,90.0,30.0,100.0,0.0,Bad
97.0,0.0,92.0,24.0,89.0,21.0,Bad
23.0,33.0,96.0,23.0,67.0,14.0,Good
154.0,14.0,43.0,7.0,100.0,0.0,Bad
30.0,6.0,89.0,20.0,100.0,2.0,Bad
56.0,6.0,90.0,49.0,86.0,0.0,Bad
69.0,10.0,69.0,13.0,86.0,10.0,Bad
13.0,3.0,88.0,25.0,58.0,8.0,Good
51.0,2.0,60.0,15.0,80.0,17.0,Bad
42.0,3.0,68.0,19.0,78.0,11.0,Bad
49.0,39.0,94.0,16.0,78.0,0.0,Bad
18.0,38.0,83.0,13.0,83.0,14.0,Bad
43.0,81.0,97.0,30.0,63.0,1.0,Bad
91.0,3.0,75.0,12.0,100.0,6.0,Bad
73.0,38.0,93.0,29.0,100.0,1.0,Bad
53.0,7.0,83.0,12.0,43.0,0.0,Good
17.0,1.0,76.0,33.0,65.0,23.0,Good
60.0,3.0,97.0,30.0,75.0,10.0,Good
7.0,52.0,97.0,35.0,58.0,7.0,Good
17.0,31.0,95.0,19.0,82.0,14.0,Good
12.0,4.0,93.0,30.0,60.0,3.0,Good
35.0,42.0,95.0,19.0,54.0,0.0,Good
60.0,15.0,94.0,17.0,80.0,23.0,Good
47.0,5.0,88.0,34.0,79.0,0.0,Good
54.0,11.0,62.0,13.0,88.0,4.0,Bad
23.0,5.0,96.0,24.0,53.0,7.0,Good
82.0,1.0,83.0,24.0,100.0,0.0,Bad
61.0,17.0,96.0,56.0,74.0,1.0,Bad
33.0,9.0,97.0,30.0,80.0,1.0,Good
50.0,46.0,97.0,32.0,83.0,1.0,Good
60.0,62.0,82.0,17.0,60.0,0.0,Bad
0.0,20.0,96.0,26.0,40.0,10.0,Good
75.0,64.0,96.0,24.0,60.0,0.0,Good
87.0,14.0,88.0,25.0,100.0,8.0,Bad
48.0,12.0,69.0,16.0,86.0,3.0,Bad
4.0,45.0,95.0,19.0,64.0,0.0,Good
36.0,0.0,95.0,22.0,57.0,1.0,Bad
92.0,42.0,95.0,39.0,89.0,5.0,Bad
1.0,20.0,84.0,19.0,60.0,3.0,Bad
4.0,1.0,96.0,26.0,60.0,0.0,Bad
23.0,48.0,97.0,38.0,50.0,17.0,Good
76.0,3.0,94.0,32.0,63.0,1.0,Good
15.0,10.0,88.0,24.0,85.0,3.0,Good
39.0,46.0,96.0,28.0,73.0,2.0,Good
90.0,64.0,73.0,11.0,75.0,1.0,Good
50.0,2.0,91.0,23.0,67.0,0.0,Bad
21.0,5.0,80.0,30.0,46.0,1.0,Bad
29.0,53.0,92.0,13.0,60.0,6.0,Good
7.0,22.0,90.0,31.0,42.0,0.0,Good
2.0,40.0,98.0,49.0,53.0,2.0,Good
76.0,43.0,94.0,16.0,90.0,0.0,Bad
42.0,3.0,90.0,31.0,67.0,1.0,Bad
24.0,11.0,93.0,15.0,89.0,0.0,Bad
65.0,11.0,97.0,37.0,95.0,0.0,Bad
46.0,27.0,96.0,45.0,82.0,0.0,Good
10.0,13.0,85.0,26.0,45.0,0.0,Good
0.0,64.0,92.0,12.0,25.0,0.0,Good
11.0,33.0,92.0,25.0,75.0,0.0,Good
19.0,20.0,90.0,29.0,38.0,1.0,Good
32.0,38.0,83.0,18.0,62.0,0.0,Bad
69.0,27.0,87.0,31.0,56.0,0.0,Good
31.0,3.0,79.0,19.0,80.0,0.0,Good
16.0,26.0,92.0,13.0,71.0,4.0,Good
36.0,29.0,95.0,22.0,47.0,1.0,Good
13.0,24.0,93.0,29.0,70.0,2.0,Bad
3.0,36.0,93.0,15.0,63.0,7.0,Bad
6.0,16.0,93.0,15.0,57.0,4.0,Good
90.0,34.0,93.0,30.0,83.0,0.0,Bad
38.0,21.0,98.0,43.0,73.0,11.0,Good
5.0,2.0,82.0,22.0,81.0,1.0,Good
40.0,77.0,96.0,27.0,88.0,5.0,Bad
5.0,34.0,83.0,23.0,43.0,1.0,Bad
9.0,8.0,97.0,39.0,33.0,11.0,Good
45.0,26.0,80.0,40.0,71.0,4.0,Bad
26.0,11.0,97.0,37.0,43.0,9.0,Bad
47.0,9.0,85.0,13.0,86.0,6.0,Bad
32.0,24.0,95.0,42.0,75.0,1.0,Bad
67.0,63.0,90.0,21.0,67.0,0.0,Bad
63.0,3.0,93.0,30.0,90.0,0.0,Good
5.0,71.0,97.0,36.0,41.0,22.0,Bad
3.0,7.0,89.0,27.0,42.0,11.0,Bad
24.0,5.0,92.0,38.0,47.0,0.0,Bad
0.0,63.0,93.0,28.0,80.0,1.0,Good
58.0,5.0,93.0,27.0,75.0,3.0,Good
60.0,4.0,95.0,38.0,91.0,0.0,Bad
21.0,1.0,89.0,35.0,64.0,1.0,Good
87.0,12.0,91.0,22.0,92.0,15.0,Bad
59.0,54.0,98.0,45.0,60.0,2.0,Good
42.0,6.0,79.0,19.0,80.0,14.0,Good
88.0,21.0,63.0,16.0,86.0,17.0,Bad
51.0,13.0,86.0,28.0,72.0,17.0,Bad
19.0,22.0,76.0,74.0,68.0,1.0,Good
2.0,39.0,97.0,31.0,44.0,0.0,Good
16.0,0.0,85.0,26.0,58.0,12.0,Bad
87.0,43.0,98.0,48.0,100.0,6.0,Good
58.0,32.0,95.0,21.0,86.0,9.0,Good
29.0,1.0,80.0,25.0,53.0,3.0,Bad
69.0,30.0,67.0,15.0,86.0,5.0,Good
30.0,4.0,95.0,22.0,89.0,3.0,Good
79.0,26.0,90.0,39.0,89.0,6.0,Good
62.0,49.0,98.0,42.0,83.0,3.0,Good
22.0,2.0,94.0,16.0,57.0,3.0,Good
56.0,10.0,88.0,16.0,83.0,1.0,Good
8.0,1.0,89.0,28.0,100.0,0.0,Good
59.0,2.0,95.0,20.0,67.0,1.0,Good
43.0,20.0,86.0,21.0,75.0,2.0,Good
45.0,8.0,98.0,54.0,83.0,0.0,Bad
3.0,5.0,71.0,28.0,44.0,8.0,Bad
70.0,35.0,93.0,29.0,77.0,5.0,Good
11.0,40.0,77.0,13.0,80.0,1.0,Bad
56.0,14.0,96.0,26.0,82.0,0.0,Bad
47.0,29.0,82.0,23.0,71.0,0.0,Bad
11.0,22.0,90.0,20.0,71.0,0.0,Bad
6.0,10.0,93.0,28.0,36.0,0.0,Bad
89.0,1.0,98.0,48.0,88.0,0.0,Bad
8.0,2.0,72.0,29.0,86.0,0.0,Good
111.0,36.0,71.0,21.0,100.0,0.0,Bad
2.0,2.0,79.0,28.0,73.0,0.0,Good
64.0,1.0,94.0,36.0,83.0,0.0,Bad
82.0,15.0,93.0,14.0,100.0,0.0,Bad
87.0,1.0,92.0,39.0,93.0,0.0,Bad
30.0,3.0,84.0,25.0,82.0,0.0,Bad
80.0,57.0,97.0,32.0,79.0,0.0,Bad
15.0,1.0,95.0,41.0,55.0,0.0,Bad
25.0,2.0,94.0,17.0,67.0,0.0,Bad
1.0,0.0,96.0,23.0,83.0,0.0,Good
63.0,1.0,83.0,47.0,68.0,0.0,Bad
14.0,3.0,82.0,22.0,75.0,0.0,Good
38.0,2.0,87.0,31.0,78.0,0.0,Bad
38.0,26.0,96.0,28.0,50.0,0.0,Bad
101.0,1.0,88.0,17.0,90.0,0.0,Bad
54.0,34.0,92.0,25.0,62.0,0.0,Bad
96.0,5.0,50.0,13.0,100.0,0.0,Bad
46.0,61.0,93.0,30.0,91.0,0.0,Good
31.0,3.0,84.0,19.0,60.0,0.0,Bad
58.0,12.0,92.0,25.0,75.0,0.0,Bad
68.0,58.0,92.0,37.0,67.0,0.0,Bad
30.0,6.0,93.0,27.0,69.0,0.0,Bad
99.0,7.0,75.0,32.0,100.0,0.0,Bad
4.0,54.0,97.0,37.0,44.0,0.0,Good
16.0,2.0,91.0,45.0,74.0,0.0,Bad
69.0,36.0,97.0,35.0,80.0,0.0,Bad
31.0,8.0,74.0,35.0,42.0,0.0,Bad
43.0,52.0,96.0,26.0,70.0,0.0,Bad
37.0,77.0,93.0,29.0,67.0,0.0,Bad
0.0,54.0,73.0,22.0,71.0,0.0,Bad
35.0,8.0,91.0,22.0,56.0,0.0,Good
41.0,4.0,70.0,30.0,58.0,0.0,Bad
69.0,3.0,86.0,22.0,90.0,0.0,Bad
29.0,73.0,96.0,27.0,64.0,0.0,Good
42.0,65.0,97.0,36.0,80.0,2.0,Good
46.0,1.0,70.0,20.0,80.0,2.0,Bad
47.0,74.0,94.0,18.0,50.0,0.0,Bad
31.0,17.0,90.0,31.0,80.0,4.0,Good
100.0,1.0,88.0,18.0,100.0,1.0,Bad
27.0,3.0,79.0,30.0,81.0,0.0,Bad
62.0,14.0,88.0,26.0,69.0,0.0,Bad
85.0,7.0,63.0,16.0,88.0,0.0,Good
61.0,19.0,73.0,12.0,89.0,0.0,Bad
37.0,1.0,96.0,27.0,75.0,0.0,Bad
59.0,45.0,75.0,18.0,70.0,0.0,Bad
38.0,20.0,93.0,15.0,45.0,0.0,Bad
63.0,4.0,88.0,26.0,78.0,0.0,Good
43.0,37.0,92.0,14.0,75.0,0.0,Bad
33.0,3.0,68.0,26.0,63.0,0.0,Bad
7.0,32.0,97.0,29.0,58.0,0.0,Good
43.0,46.0,94.0,16.0,43.0,0.0,Good
82.0,3.0,47.0,16.0,88.0,0.0,Bad
